National Center for Education Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
CCD public school data 2024-2025 school year,,,,,,,,,,,,,,,,,,,,,,,,,
The file contains (1824) records based on your search.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
[ ? ] indicates that the data are not applicable.,,,,,,,,,,,,,,,,,,,,,,,,,
[ ? ] indicates that the data are missing.,,,,,,,,,,,,,,,,,,,,,,,,,
[ ? ] indicates that the data do not meet NCES data quality standards.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"SEARCH CRITERIA: State: ""Massachusetts""ÿ-ÿSchool Description: ""Regular, Special Education, Vocational, Other/Alternative""",,,,,,,,,,,,,,,,,,,,,,,,,
"NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user. To download full CCD datasets, please go to the CCD home page. http://nces.ed.gov/ccd",,,,,,,,,,,,,,,,,,,,,,,,,
NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status
250378000518,MA-0065-00650505,2503780,MA-0065,09,12,Cohasset High School,Cohasset,Norfolk County,143 Pond Street,Cohasset,MA,02025,,(781)383-6100,21,"Suburban, Large",No,381.00000,42.50000,8.9600000,?,?,28.00000,Regular,Open
250378002910,MA-0065-00650305,2503780,MA-0065,06,08,Cohasset Middle School,Cohasset,Norfolk County,143 Pond Street,Cohasset,MA,02025,,(781)236-1070,21,"Suburban, Large",No,300.00000,29.80000,10.0700000,?,?,22.00000,Regular,Open
251266002077,MA-0326-03260025,2512660,MA-0326,PK,02,Col John Robinson,Westford,Middlesex County,60 Concord Road,Westford,MA,01886,,(978)692-5586,21,"Suburban, Large",No,346.00000,24.95000,13.8700000,?,?,35.00000,Regular,Open
250351000476,MA-0056-00560305,2503510,MA-0056,05,06,Col Moses Parker School,Chelmsford,Middlesex County,75 Graniteville Rd,Chelmsford,MA,01824,,(978)251-5133,21,"Suburban, Large",No,778.00000,62.00000,12.5500000,?,?,127.00000,Regular,Open
250972001539,MA-0239-02390005,2509720,MA-0239,KG,05,Cold Spring,Plymouth,Plymouth County,25 Alden Street,Plymouth,MA,02360,,(508)830-4335,21,"Suburban, Large",No,214.00000,21.84000,9.8000000,?,?,108.00000,Regular,Open
250243000136,MA-0024-00240005,2502430,MA-0024,PK,KG,Cold Spring,Belchertown,Hampshire County,57 South Main Street,Belchertown,MA,01007,9332,(413)323-0428,23,"Suburban, Small",No,188.00000,13.33000,14.1000000,?,?,36.00000,Regular,Open
250867001388,MA-0209-02090008,2508670,MA-0209,03,06,Colegrove Park Elementary,North Adams,Berkshire County,24 Church Street,North Adams,MA,01247,,(413)662-3250,31,"Town, Fringe",No,369.00000,30.25000,12.2000000,?,?,255.00000,Regular,Open
250054502785,MA-3503-35030205,2500545,MA-3503,KG,12,Collegiate Charter School of Lowell,Collegiate Charter School of Lowell,Middlesex County,1857 Middlesex Street,Lowell,MA,01851,,(978)458-1399,21,"Suburban, Large",Yes,1212.00000,113.66000,10.6600000,?,?,763.00000,Regular,Open
250798001259,MA-0189-01890005,2507980,MA-0189,KG,05,Collicot,Milton,Norfolk County,80 Edge Hill Rd,Milton,MA,02186,,(617)696-4282,21,"Suburban, Large",No,623.00000,41.71000,14.9400000,?,?,63.00000,Regular,Open
251038002404,MA-0258-02580305,2510380,MA-0258,06,08,Collins Middle,Salem,Essex County,29 Highland Avenue,Salem,MA,01970,,(978)740-1191,21,"Suburban, Large",No,611.00000,48.38000,12.6300000,?,?,371.00000,Regular,Open
251122001851,MA-0284-02840005,2511220,MA-0284,KG,04,Colonial Park,Stoneham,Middlesex County,30 Avalon Road,Stoneham,MA,02180,,(781)279-3890,21,"Suburban, Large",No,229.00000,19.04000,12.0300000,?,?,34.00000,Regular,Open
250799000425,MA-0717-07170010,2507990,MA-0717,PK,06,Colrain Central,Mohawk Trail,Franklin County,22 Jacksonville Rd,Colrain,MA,01340,9704,(413)624-3451,42,"Rural, Distant",No,94.00000,9.43000,9.9700000,?,?,46.00000,Regular,Open
251323002207,MA-0348-03480060,2513230,MA-0348,PK,06,Columbus Park,Worcester,Worcester County,75 Lovell Street,Worcester,MA,01603,,(508)799-3490,12,"City, Midsize",No,381.00000,29.36000,12.9800000,?,?,317.00000,Regular,Open
250873001199,MA-0212-02120030,2508730,MA-0212,KG,05,Community,North Attleborough,Bristol County,45 South Washington Street,North Attleborough,MA,02760,,(508)643-2148,21,"Suburban, Large",No,276.00000,27.30000,10.1100000,?,?,132.00000,Regular,Open
250279001617,MA-0035-00350518,2502790,MA-0035,09,12,Community Academy,Boston,Suffolk County,25 Glen Road,Jamaica Plain,MA,02130,,(617)635-8950,11,"City, Large",No,58.00000,10.60000,5.4700000,?,?,51.00000,Regular,Open
250279001902,MA-0035-00350581,2502790,MA-0035,09,12,Community Academy of Science and Health,Boston,Suffolk County,11 Charles Street,Dorchester,MA,02122,,(617)635-8950,11,"City, Large",No,398.00000,31.48000,12.6400000,?,?,337.00000,Regular,Open
250008601996,MA-0436-04360305,2500086,MA-0436,06,12,Community Charter School of Cambridge,Community Charter School of Cambridge,Middlesex County,245 Bent Street,Cambridge,MA,02141,,(617)354-0047,12,"City, Midsize",Yes,251.00000,28.00000,8.9600000,?,?,141.00000,Regular,Open
250002700535,MA-0440-04400205,2500027,MA-0440,PK,08,Community Day Charter Public School,Community Day Charter Public School,Essex County,73 Prospect Street,Lawrence,MA,01841,,(978)681-9910,21,"Suburban, Large",Yes,1200.00000,135.66000,8.8500000,?,?,882.00000,Regular,Open
250351002640,MA-0056-00560001,2503510,MA-0056,PK,PK,Community Education Center,Chelmsford,Middlesex County,170 Dalton Road,Chelmsford,MA,01824,,(978)251-5188,21,"Suburban, Large",No,158.00000,9.00000,17.5600000,?,?,34.00000,Regular,Open
250774002558,MA-0181-01810050,2507740,MA-0181,KG,08,Comprehensive Grammar School,Methuen,Essex County,100 Howe Street,Methuen,MA,01844,,(978)722-9051,21,"Suburban, Large",No,1046.00000,83.98000,12.4600000,?,?,554.00000,Regular,Open
250387000527,MA-0640-06400505,2503870,MA-0640,09,12,Concord Carlisle High,Concord-Carlisle,Middlesex County,500 Walden Street,Concord,MA,01742,,(978)318-1400,21,"Suburban, Large",No,1191.00000,104.13000,11.4400000,?,?,112.00000,Regular,Open
250384000522,MA-0067-00670305,2503840,MA-0067,06,08,Concord Middle,Concord,Middlesex County,835 Old Marlboro Rd,Concord,MA,01742,,(978)318-1380,21,"Suburban, Large",No,643.00000,66.42000,9.6800000,?,?,63.00000,Regular,Open
250279000254,MA-0035-00350146,2502790,MA-0035,PK,08,Condon K-8 School,Boston,Suffolk County,200 D Street,South Boston,MA,02127,,(617)635-8608,11,"City, Large",No,518.00000,60.61000,8.5500000,?,?,451.00000,Regular,Open
250279000241,MA-0035-00350122,2502790,MA-0035,PK,06,Conley Elementary School,Boston,Suffolk County,450 Poplar Street,Roslindale,MA,02131,,(617)635-8099,11,"City, Large",No,148.00000,19.67000,7.5200000,?,?,89.00000,Regular,Open
250597000850,MA-0128-01280100,2505970,MA-0128,05,08,Consentino Middle School,Haverhill,Essex County,685 Washington Street,Haverhill,MA,01832,4598,(978)374-5775,21,"Suburban, Large",No,805.00000,67.20000,11.9800000,?,?,536.00000,Regular,Open
250006001439,MA-0439-04390050,2500060,MA-0439,PK,08,Conservatory Lab Charter School,Conservatory Lab Charter,Suffolk County,395 Columbia Rd,Dorchester,MA,02125,,(617)254-8904,11,"City, Large",Yes,454.00000,27.49000,16.5200000,?,?,322.00000,Regular,Open
251113002818,MA-0281-02810475,2511130,MA-0281,06,12,Conservatory of the Arts,Springfield,Hampden County,339 State St,Springfield,MA,01105,,(413)787-7070,12,"City, Midsize",No,296.00000,28.15000,10.5200000,?,?,239.00000,Regular,Open
250390000528,MA-0068-00680005,2503900,MA-0068,PK,06,Conway Grammar,Conway,Franklin County,24 Fournier Rd.,Conway,MA,01341,,(413)369-4239,41,"Rural, Fringe",No,152.00000,19.25000,7.9000000,?,?,39.00000,Regular,Open
250906001462,MA-0220-02200010,2509060,MA-0220,01,05,Cornelius M Callahan,Norwood,Norfolk County,116 Garfield Avenue,Norwood,MA,02062,0067,(781)762-0693,21,"Suburban, Large",No,247.00000,24.20000,10.2100000,?,?,116.00000,Regular,Open
251062001702,MA-0266-02660005,2510620,MA-0266,KG,05,Cottage Street,Sharon,Norfolk County,30 Cottage Street,Sharon,MA,02067,,(781)784-1580,21,"Suburban, Large",No,433.00000,26.82000,16.1400000,?,?,66.00000,Regular,Open
251275002085,MA-0330-03300010,2512750,MA-0330,PK,03,Country,Weston,Middlesex County,2 Alphabet Lane,Weston,MA,02493,,(781)786-5400,21,"Suburban, Large",No,338.00000,24.80000,13.6300000,?,?,20.00000,Regular,Open
250861001362,MA-0207-02070040,2508610,MA-0207,KG,05,Countryside,Newton,Middlesex County,191 Dedham Street,Newton Highlands,MA,02461,,(617)559-9450,13,"City, Small",No,369.00000,38.00000,9.7100000,?,?,39.00000,Regular,Open
250264000168,MA-0030-00300015,2502640,MA-0030,KG,04,Cove Elementary,Beverly,Essex County,20 Eisenhower Avenue,Beverly,MA,01915,,(978)921-6121,21,"Suburban, Large",No,394.00000,31.60000,12.4700000,?,?,131.00000,Regular,Open
250339000462,MA-0635-06350025,2503390,MA-0635,KG,05,Craneville,Central Berkshire,Berkshire County,95 Park Avenue,Dalton,MA,01226,,(413)684-0209,23,"Suburban, Small",No,458.00000,32.25000,14.2000000,?,?,190.00000,Regular,Open
250489000696,MA-0097-00970016,2504890,MA-0097,01,05,Crocker Elementary,Fitchburg,Worcester County,200 Bigelow Dr,Fitchburg,MA,01420,,(978)345-3290,41,"Rural, Fringe",No,610.00000,52.00000,11.7300000,?,?,450.00000,Regular,Open
250189000038,MA-0008-00080009,2501890,MA-0008,PK,06,Crocker Farm Elementary,Amherst,Hampshire County,280 West Street,Amherst,MA,01002,,(413)362-1600,13,"City, Small",No,353.00000,36.31000,9.7200000,?,?,110.00000,Regular,Open
250963001528,MA-0236-02360065,2509630,MA-0236,PK,05,Crosby,Pittsfield,Berkshire County,517 West Street,Pittsfield,MA,01201,,(413)448-9670,13,"City, Small",No,249.00000,24.57000,10.1300000,?,?,202.00000,Regular,Open
250963002914,MA-0236-02360030,2509630,MA-0236,01,05,Crosby Educational Academy,Pittsfield,Berkshire County,517 West Street,Pittsfield,MA,01201,,(413)447-8994,13,"City, Small",No,24.00000,7.00000,3.4300000,?,?,21.00000,Special Education,Open
251218001998,MA-0314-03140015,2512180,MA-0314,PK,05,Cunniff,Watertown,Middlesex County,246 Warren Street,Watertown,MA,02472,,(617)926-7726,21,"Suburban, Large",No,320.00000,39.81000,8.0400000,?,?,90.00000,Regular,Open
250798002485,MA-0189-01890007,2507980,MA-0189,PK,05,Cunningham School,Milton,Norfolk County,44 Edge Hill Rd,Milton,MA,02186,,(617)696-4285,21,"Suburban, Large",No,612.00000,48.03000,12.7400000,?,?,59.00000,Regular,Open
250279002622,MA-0035-00350020,2502790,MA-0035,PK,08,Curley K-8 School,Boston,Suffolk County,493 Centre St.,Jamaica Plain,MA,02130,,(617)635-8176,11,"City, Large",No,902.00000,112.81000,8.0000000,?,?,469.00000,Regular,Open
250756002393,MA-0176-01760510,2507560,MA-0176,10,12,Curtis-Tufts,Medford,Middlesex County,437 Main Street,Medford,MA,02155,,(781)393-2343,21,"Suburban, Large",No,11.00000,3.18000,3.4600000,?,?,8.00000,Regular,Open
251056001689,MA-0264-02640007,2510560,MA-0264,KG,05,Cushing Elementary,Scituate,Plymouth County,1 Aberdeen Dr,Scituate,MA,02066,4644,(781)545-8770,21,"Suburban, Large",No,352.00000,27.31000,12.8900000,?,?,36.00000,Regular,Open
250567000818,MA-0675-06750010,2505670,MA-0675,KG,05,Cutler School,Hamilton-Wenham,Essex County,237 Asbury Street,South Hamilton,MA,01982,,(978)468-5330,21,"Suburban, Large",No,246.00000,22.03000,11.1700000,?,?,15.00000,Regular,Open
250534000725,MA-0109-01090005,2505340,MA-0109,02,07,Cuttyhunk Elementary,Gosnold,Dukes County,PO Box 27 Tower Hill Road,Cuttyhunk,MA,02713,,(508)997-5408,42,"Rural, Distant",No,0.00000,0.00000,?,?,?,?,Regular,Open
250219000087,MA-0016-00160315,2502190,MA-0016,05,08,Cyril K. Brennan Middle School,Attleboro,Bristol County,320 Rathbun Willard Drive,Attleboro,MA,02703,,(508)222-6260,21,"Suburban, Large",No,599.00000,40.28000,14.8700000,?,?,266.00000,Regular,Open
250198000057,MA-0010-00100025,2501980,MA-0010,KG,05,Cyrus E Dallin,Arlington,Middlesex County,185 Florence Avenue,Arlington,MA,02476,,(781)316-3722,21,"Suburban, Large",No,390.00000,32.05000,12.1700000,?,?,27.00000,Regular,Open
250825001281,MA-0197-01970010,2508250,MA-0197,06,08,Cyrus Peirce,Nantucket,Nantucket County,10 Surfside Road,Nantucket,MA,02554,,(508)228-7283,32,"Town, Distant",No,358.00000,35.68000,10.0300000,?,?,127.00000,Regular,Open
250753001155,MA-0175-01750005,2507530,MA-0175,04,05,Dale Street,Medfield,Norfolk County,45 Adams Street,Medfield,MA,02052,1653,(508)359-5538,21,"Suburban, Large",No,384.00000,28.93000,13.2700000,?,?,22.00000,Regular,Open
251113001799,MA-0281-02810035,2511130,MA-0281,PK,05,Daniel B Brunton,Springfield,Hampden County,1801 Parker Street,Springfield,MA,01128,,(413)787-7444,12,"City, Midsize",No,314.00000,29.45000,10.6600000,?,?,259.00000,Regular,Open
250249000144,MA-0026-00260015,2502490,MA-0026,KG,03,Daniel Butler,Belmont,Middlesex County,90 White Street,Belmont,MA,02478,1316,(617)993-5550,21,"Suburban, Large",No,261.00000,21.80000,11.9700000,?,?,45.00000,Regular,Open
251197002620,MA-0307-03070002,2511970,MA-0307,PK,PK,Daniel Feeney Preschool Center,Walpole,Norfolk County,415 Elm Street,Walpole,MA,02081,,(508)660-7374,21,"Suburban, Large",No,65.00000,7.50000,8.6700000,?,?,12.00000,Regular,Open
251320002182,MA-0347-03470410,2513200,MA-0347,06,08,Daniel L Joyce Middle School,Woburn,Middlesex County,55 Locust Street,Woburn,MA,01801,,(781)937-8233,21,"Suburban, Large",No,455.00000,54.73000,8.3100000,?,?,186.00000,Regular,Open
250735001137,MA-0171-01710015,2507350,MA-0171,PK,05,Daniel Webster,Marshfield,Plymouth County,1456 Ocean Street,Marshfield,MA,02050,,(781)834-5045,21,"Suburban, Large",No,313.00000,27.30000,11.4700000,?,?,105.00000,Regular,Open
250399000529,MA-0071-00710505,2503990,MA-0071,09,12,Danvers High,Danvers,Essex County,60 Cabot Road,Danvers,MA,01923,,(978)777-8925,21,"Suburban, Large",No,784.00000,76.47000,10.2500000,?,?,224.00000,Regular,Open
250402000540,MA-0072-00720505,2504020,MA-0072,09,12,Dartmouth High,Dartmouth,Bristol County,555 Bakerville Road,Dartmouth,MA,02748,,(508)961-2700,22,"Suburban, Midsize",No,902.00000,75.60000,11.9300000,?,?,263.00000,Regular,Open
250402000541,MA-0072-00720050,2504020,MA-0072,06,08,Dartmouth Middle,Dartmouth,Bristol County,366 Slocum Road,North Dartmouth,MA,02747,,(508)997-9333,22,"Suburban, Midsize",No,801.00000,76.35000,10.4900000,?,?,212.00000,Regular,Open
250639000927,MA-0141-01410410,2506390,MA-0141,05,07,David J. Quinn Middle School,Hudson,Middlesex County,201 Manning Street,Hudson,MA,01749,1031,(978)567-6210,21,"Suburban, Large",No,546.00000,54.93000,9.9400000,?,?,234.00000,Regular,Open
250210000071,MA-0014-00140015,2502100,MA-0014,03,05,David Mindess,Ashland,Middlesex County,90 Concord Street,Ashland,MA,01721,,(508)881-0166,21,"Suburban, Large",No,670.00000,52.02000,12.8800000,?,?,149.00000,Regular,Open
250000201790,MA-0767-07670505,2500002,MA-0767,09,12,David Prouty High,Spencer-E Brookfield,Worcester County,302 Main Street,Spencer,MA,01562,1856,(508)885-8505,41,"Rural, Fringe",No,306.00000,30.87000,9.9100000,?,?,144.00000,Regular,Open
251188001607,MA-0775-07750018,2511880,MA-0775,KG,05,Davis Hill Elementary,Wachusett,Worcester County,78 Jamieson Road,Holden,MA,01520,,(508)829-1754,21,"Suburban, Large",No,431.00000,37.81000,11.4000000,?,?,60.00000,Regular,Open
251188000884,MA-0775-07750020,2511880,MA-0775,KG,05,Dawson,Wachusett,Worcester County,155 Salisbury Street,Holden,MA,01520,,(508)829-6828,21,"Suburban, Large",No,487.00000,35.90000,13.5700000,?,?,71.00000,Regular,Open
251266000166,MA-0326-03260007,2512660,MA-0326,03,05,Day Elementary,Westford,Middlesex County,75 East Prescott Street,Westford,MA,01886,,(978)692-5591,21,"Suburban, Large",No,299.00000,22.97000,13.0200000,?,?,41.00000,Regular,Open
250330000452,MA-0050-00500020,2503300,MA-0050,KG,05,Dean S Luce,Canton,Norfolk County,45 Independence St,Canton,MA,02021,,(781)821-5075,21,"Suburban, Large",No,509.00000,39.19000,12.9900000,?,?,136.00000,Regular,Open
250279000222,MA-0035-00350074,2502790,MA-0035,06,12,Dearborn 6-12 STEM Academy,Boston,Suffolk County,36 Winthrop St,Roxbury,MA,02119,,(617)635-8412,11,"City, Large",No,565.00000,51.61000,10.9500000,?,?,470.00000,Regular,Open
250405000548,MA-0073-00730505,2504050,MA-0073,09,12,Dedham High,Dedham,Norfolk County,140 Whiting Avenue,Dedham,MA,02026,,(781)310-1100,21,"Suburban, Large",No,719.00000,69.17000,10.3900000,?,?,226.00000,Regular,Open
250405000551,MA-0073-00730305,2504050,MA-0073,06,08,Dedham Middle School,Dedham,Norfolk County,70 Whiting Avenue,Dedham,MA,02026,,(781)310-7000,21,"Suburban, Large",No,555.00000,59.74000,9.2900000,?,?,182.00000,Regular,Open
250378000519,MA-0065-00650005,2503780,MA-0065,03,05,Deer Hill,Cohasset,Norfolk County,208 Sohier St,Cohasset,MA,02025,,(781)383-6115,21,"Suburban, Large",No,347.00000,27.90000,12.4400000,?,?,20.00000,Regular,Open
250408000049,MA-0074-00740015,2504080,MA-0074,PK,06,Deerfield Elementary,Deerfield,Franklin County,21 Pleasant Street,South Deerfield,MA,01373,,(413)665-1131,31,"Town, Fringe",No,301.00000,34.02000,8.8500000,?,?,73.00000,Regular,Open
251329002255,MA-0350-03500003,2513290,MA-0350,PK,03,Delaney,Wrentham,Norfolk County,120 Taunton Street,Wrentham,MA,02093,,(508)384-5430,21,"Suburban, Large",No,601.00000,48.55000,12.3800000,?,?,89.00000,Regular,Open
250978001551,MA-0240-02400010,2509780,MA-0240,KG,06,Dennett Elementary,Plympton,Plymouth County,80 Crescent Street,Plympton,MA,02367,,(781)585-3659,41,"Rural, Fringe",No,249.00000,17.46000,14.2600000,?,?,55.00000,Regular,Open
250414002803,MA-0645-06450050,2504140,MA-0645,04,05,Dennis-Yarmouth Intermediate School,Dennis-Yarmouth,Barnstable County,286 Station Avenue,South Yarmouth,MA,02664,,(508)398-7695,21,"Suburban, Large",No,491.00000,44.65000,11.0000000,?,?,262.00000,Regular,Open
250414000562,MA-0645-06450305,2504140,MA-0645,06,07,Dennis-Yarmouth Middle School,Dennis-Yarmouth,Barnstable County,286 Station Avenue,South Yarmouth,MA,02664,,(508)778-7979,21,"Suburban, Large",No,477.00000,45.34000,10.5200000,?,?,261.00000,Regular,Open
250414000558,MA-0645-06450505,2504140,MA-0645,08,12,Dennis-Yarmouth Regional High,Dennis-Yarmouth,Barnstable County,210 Station Avenue,South Yarmouth,MA,02664,1892,(508)398-7630,21,"Suburban, Large",No,993.00000,85.58000,11.6000000,?,?,519.00000,Regular,Open
250477002787,MA-0093-00930030,2504770,MA-0093,KG,12,Devens School,Everett,Middlesex County,22 Church Street,Everett,MA,02149,,(617)394-2470,21,"Suburban, Large",No,38.00000,10.38000,3.6600000,?,?,30.00000,Regular,Open
250279000304,MA-0035-00350268,2502790,MA-0035,PK,06,Dever Elementary School,Boston,Suffolk County,325 Mt Vernon Street,Dorchester,MA,02125,,(617)635-8694,11,"City, Large",No,445.00000,38.83000,11.4600000,?,?,397.00000,Regular,Open
250420002427,MA-0650-06500005,2504200,MA-0650,PK,04,Dighton Elementary,Dighton-Rehoboth,Bristol County,1250 Somerset Avenue,Dighton,MA,02715,1231,(508)669-4245,41,"Rural, Fringe",No,468.00000,34.39000,13.6100000,?,?,105.00000,Regular,Open
250420000400,MA-0650-06500305,2504200,MA-0650,05,08,Dighton Middle School,Dighton-Rehoboth,Bristol County,1250R Somerset Avenue,Dighton,MA,02715,1231,(508)669-4200,41,"Rural, Fringe",No,355.00000,24.50000,14.4900000,?,?,74.00000,Regular,Open
250420000568,MA-0650-06500505,2504200,MA-0650,09,12,Dighton-Rehoboth Regional High School,Dighton-Rehoboth,Bristol County,2700 Regional Rd,North Dighton,MA,02764,1923,(508)252-5025,41,"Rural, Fringe",No,621.00000,53.21000,11.6700000,?,?,130.00000,Regular,Open
250548502269,MA-0821-08210605,2505485,MA-0821,09,12,Diman Regional Vocational Technical High,Greater Fall River Regional Vocational Technical,Bristol County,251 Stonehaven Rd,Fall River,MA,02723,,(508)678-2891,21,"Suburban, Large",No,1463.00000,142.11000,10.2900000,?,?,637.00000,Vocational,Open
250549000798,MA-0114-01140025,2505490,MA-0114,KG,04,Discovery School at Four Corners,Greenfield,Franklin County,21 Ferrante Avenue,Greenfield,MA,01301,,(413)772-1378,32,"Town, Distant",No,185.00000,18.33000,10.0900000,?,?,80.00000,Regular,Open
251323002209,MA-0348-03480512,2513230,MA-0348,09,12,Doherty Memorial High,Worcester,Worcester County,299 Highland Street,Worcester,MA,01602,,(508)799-3270,12,"City, Midsize",No,1573.00000,103.02000,15.2700000,?,?,941.00000,Regular,Open
250195002510,MA-0009-00090305,2501950,MA-0009,06,08,Doherty Middle,Andover,Essex County,50 Bartlet Street,Andover,MA,01810,,(978)247-9400,21,"Suburban, Large",No,493.00000,44.98000,10.9600000,?,?,40.00000,Regular,Open
251191001941,MA-0305-03050005,2511910,MA-0305,KG,04,Dolbeare,Wakefield,Middlesex County,340 Lowell Street,Wakefield,MA,01880,,(781)246-6480,21,"Suburban, Large",No,443.00000,37.17000,11.9200000,?,?,72.00000,Regular,Open
250774001376,MA-0181-01810060,2507740,MA-0181,KG,08,Donald P Timony Grammar,Methuen,Essex County,45 Pleasant View Street,Methuen,MA,01844,,(978)722-9001,21,"Suburban, Large",No,1172.00000,89.27000,13.1300000,?,?,685.00000,Regular,Open
250294000363,MA-0040-00400050,2502940,MA-0040,KG,04,Donald Ross,Braintree,Norfolk County,20 Hayward Street,Braintree,MA,02184,,(781)380-0240,21,"Suburban, Large",No,182.00000,20.15000,9.0300000,?,?,73.00000,Regular,Open
250420002430,MA-0650-06500310,2504200,MA-0650,05,08,Dorothy L Beckwith,Dighton-Rehoboth,Bristol County,330R Winthrop Street,Rehoboth,MA,02769,1898,(508)252-5080,41,"Rural, Fringe",No,479.00000,38.13000,12.5600000,?,?,79.00000,Regular,Open
250423002791,MA-0077-00770015,2504230,MA-0077,02,05,Douglas Elementary School,Douglas,Worcester County,19 Davis Street,Douglas,MA,01516,,(508)476-4200,21,"Suburban, Large",No,340.00000,26.31000,12.9200000,?,?,79.00000,Regular,Open
250423000570,MA-0077-00770505,2504230,MA-0077,09,12,Douglas High School,Douglas,Worcester County,33 Davis Street,Douglas,MA,01516,,(508)476-4100,21,"Suburban, Large",No,267.00000,36.93000,7.2300000,?,?,72.00000,Regular,Open
251200001967,MA-0308-03080032,2512000,MA-0308,KG,05,Douglas MacArthur Elementary School,Waltham,Middlesex County,494 Lincoln Street,Waltham,MA,02451,,(781)314-5721,13,"City, Small",No,475.00000,41.45000,11.4600000,?,?,138.00000,Regular,Open
250423002788,MA-0077-00770305,2504230,MA-0077,06,08,Douglas Middle School,Douglas,Worcester County,21 Davis Street,Douglas,MA,01516,,(508)476-3332,21,"Suburban, Large",No,284.00000,23.78000,11.9400000,?,?,70.00000,Regular,Open
250423002798,MA-0077-00770005,2504230,MA-0077,PK,01,Douglas Primary School,Douglas,Worcester County,17 Gleason Court,Douglas,MA,01516,,(508)476-2154,21,"Suburban, Large",No,222.00000,15.99000,13.8800000,?,?,43.00000,Regular,Open
250429000574,MA-0655-06550505,2504290,MA-0655,09,12,Dover-Sherborn Regional High,Dover-Sherborn,Norfolk County,9 Junction Street,Dover,MA,02030,,(508)785-1730,41,"Rural, Fringe",No,610.00000,62.13000,9.8200000,?,?,36.00000,Regular,Open
250429000575,MA-0655-06550405,2504290,MA-0655,06,08,Dover-Sherborn Regional Middle School,Dover-Sherborn,Norfolk County,155 Farm Street,Dover,MA,02030,,(508)785-0635,41,"Rural, Fringe",No,471.00000,49.65000,9.4900000,?,?,29.00000,Regular,Open
250309000387,MA-0044-00440110,2503090,MA-0044,PK,05,Downey,Brockton,Plymouth County,55 Electric Avenue,Brockton,MA,02302,3699,(508)580-7221,21,"Suburban, Large",No,602.00000,41.20000,14.6100000,?,?,469.00000,Regular,Open
251281002096,MA-0335-03350012,2512810,MA-0335,KG,05,Downey,Westwood,Norfolk County,250 Downey Street,Westwood,MA,02090,,(781)326-7500,21,"Suburban, Large",No,271.00000,21.68000,12.5000000,?,?,16.00000,Regular,Open
250702000086,MA-0160-01600345,2507020,MA-0160,05,08,Dr An Wang School,Lowell,Middlesex County,365 West Meadow Road,Lowell,MA,01854,,(978)937-7683,21,"Suburban, Large",No,663.00000,43.30000,15.3100000,?,?,458.00000,Regular,Open
250945000414,MA-0745-07450020,2509450,MA-0745,PK,02,Dr Frederick N Sweetsir,Pentucket,Essex County,104 Church Street,Merrimac,MA,01860,1501,(978)346-8319,21,"Suburban, Large",No,217.00000,17.43000,12.4500000,?,?,41.00000,Regular,Open
250702000067,MA-0160-01600002,2507020,MA-0160,PK,04,Dr Gertrude Bailey,Lowell,Middlesex County,175 Campbell Drive,Lowell,MA,01851,,(978)937-7644,21,"Suburban, Large",No,454.00000,36.00000,12.6100000,?,?,287.00000,Regular,Open
250945000408,MA-0745-07450015,2509450,MA-0745,PK,06,Dr John C Page School,Pentucket,Essex County,694 Main Street,West Newbury,MA,01985,1298,(978)363-2671,41,"Rural, Fringe",No,327.00000,27.93000,11.7100000,?,?,18.00000,Regular,Open
250597000852,MA-0128-01280050,2505970,MA-0128,05,08,Dr Paul Nettle,Haverhill,Essex County,150 Boardman Street,Haverhill,MA,01830,6495,(978)374-5792,21,"Suburban, Large",No,503.00000,44.00000,11.4300000,?,?,328.00000,Regular,Open
250309000388,MA-0044-00440001,2503090,MA-0044,PK,05,Dr W Arnone Community School,Brockton,Plymouth County,135 Belmont Street,Brockton,MA,02301,3898,(508)894-4440,21,"Suburban, Large",No,763.00000,43.40000,17.5800000,?,?,635.00000,Regular,Open
250702002876,MA-0160-01600605,2507020,MA-0160,PK,12,Dr. Janice Adie Day School,Lowell,Middlesex County,60 Carlisle Street,Chelmsford,MA,01851,,(978)674-2405,21,"Suburban, Large",No,70.00000,15.00000,4.6700000,?,?,48.00000,Special Education,Open
251059001700,MA-0265-02650405,2510590,MA-0265,06,08,Dr. Kevin M. Hurley Middle School,Seekonk,Bristol County,650 Newman Avenue,Seekonk,MA,02771,4497,(508)761-7570,21,"Suburban, Large",No,500.00000,43.61000,11.4700000,?,?,80.00000,Regular,Open
